Listing ID,Listing Name,Listing Sync,Show Listing,Listing Status,PMS Name,Base Price,Recommended Base Price,Min Price,Max Price,Bedroom Count,City,Customization Group,Customization Sub Group,Tags,Total Occupancy ( Next 60 Days ),Total Occupancy ( Next 90 Days ),Nights Booked ( Past 7 Days ),Nights Booked ( Past 15 Days )
434009,"Bobby Nicely 1132 (SCounty) -- Fireside Lodge | Lake View, Hot Tub, & Game Room!",TRUE,TRUE,available,hostaway,155,153.0,93,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Lily,NotKnox,Safely,SCounty,TendwellCleaning,3-4BR,NORMAL,1-2BR Cabin; vrbo:4922306; airbnb:1513865651097655952",45 %,32 %,0,7
434010,"Mohan Thorat 2424 (SCounty) -- The Real McCoy | Epic Views, Hot Tub, Arcade!",TRUE,TRUE,available,hostaway,230,246.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,SCity; vrbo:4922308; airbnb:1521827368510833056",83 %,63 %,17,30
434011,Janet Briel 316 (KCity) -- Cityscape Townhouse: Near Market Square & Downtown,TRUE,TRUE,available,hostaway,150,Unavailable,125,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,knoxville,Regina,Safely,TurnoverProDonnita,KnoxStaytion,1-2BR Cabin,HA1,NotKnox,SCounty,KCity; vrbo:4914041; airbnb:1516792285453393674",43 %,46 %,2,23
436020,"Rick Norris 1712 (SCounty) -- Warm Modern Lodge: Hot Tub, Fireplace & Pacman!",TRUE,TRUE,available,hostaway,130,136.0,80,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,NotKnox,Regina,Safely,SCounty; vrbo:4883473; airbnb:1518189021020194226",97 %,98 %,0,4
436992,"Juan Nunez 3272 (SCounty) -- Rustic RidgeView: Hot Tub, Grill, Foosball & More!",TRUE,TRUE,available,hostaway,150,151.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,Katie,NotKnox,Safely,SCounty,TendwellCleaning,Regina,3-4BR; vrbo:4904759; airbnb:1528296981417954550",63 %,42 %,17,24
436996,"Lauren Dela Cruz 1550 (SCounty) -- Pitch Perfect: View, Hot Tub, Games, Pool & MORE",TRUE,TRUE,available,hostaway,245,246.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,NotKnox,SCounty,Summer,Safely,3-4BR; vrbo:4904757; airbnb:1526974154265869679",67 %,62 %,9,24
436999,"Lauren Dela Cruz 526 (PF) -- Bearly Behavin | Hot Tub, Pool, Arcade Game, MORE",TRUE,TRUE,available,hostaway,220,220.0,100,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,3-4BR,Group 1,HA1,PF,Summer,TendwellCleaning,Safely,SCounty,NotKnox; vrbo:4904754; airbnb:1526839236376685893",85 %,78 %,4,10
437003,"Krista Fontana 2779 (SCounty) -- Sleeps 10, HotTub, Game Room, Views, Pet Friendly",TRUE,TRUE,available,hostaway,180,181.0,100,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,3-4BR,HA3; vrbo:4914040; airbnb:1537011831805109953",73 %,49 %,0,12
444432,"Laurie Keenan 3428 (JC) -- Whiskey Cove: Lakefront, 2 Fireplaces, 2 FirePits",TRUE,TRUE,available,hostaway,190,190.0,95,,3,3428 White Pine,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,JC,NotKnox,Regina,TendwellCleaning,NORMAL,Safely; vrbo:4942949; airbnb:1542100392956379191",33 %,22 %,0,3
445961,"Emily Korte 1114 (SCounty) -- Bluebird Escape| Rooftop Deck, Cozy, Insane Views!",TRUE,TRUE,available,hostaway,150,144.0,80,,2,Sevierville,1-4 BR with MINIMUM REQUESTS,,"Group 2,HA1,Katie,NORMAL,NotKnox,SCounty,TendwellCleaning,BlessedCleaningTyler,1-2BR Cabin,Safely; vrbo:4958680; airbnb:1552962945872163491",100 %,100 %,4,4
447892,"Patrick Hurd 1825 (SCounty) -- Sunshine Cottage: Hot Tub, Game Room, Grill, MORE!",TRUE,TRUE,available,hostaway,240,233.0,120,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Katie,Pet,SCounty,TendwellCleaning; vrbo:5084475; airbnb:1609364815734710865",47 %,31 %,0,0
449759,"Laurie Keenan Combo 2587/2589 (SCounty) -- Whiskey Duo: 2 Cabins SidebySide, HotTubs, Firepit",TRUE,TRUE,available,hostaway,130,138.0,90,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,NotKnox,Regina,Safely,SCounty,TendwellCleaning; vrbo:4942950; airbnb:1547198600320116282",67 %,44 %,7,7
451786,Matt Dye 903 -- Hidden Cabin Quest,FALSE,TRUE,hidden,hostaway,301,Unavailable,130,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,NotKnox; airbnb:1551825689644866521",100 %,100 %,0,0
453233,"Sarah Pearce 2622 (SCounty) -- High Cotton | Epic Views, Hot Tub, & Pool Table!",TRUE,TRUE,available,hostaway,160,156.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,Katie,NORMAL,NotKnox; vrbo:5007051; airbnb:1556571696853225996",72 %,51 %,10,31
454793,Siobhan Belgiovene 1820 (SCounty) -- Little Woods Cabin | Family-Friendly w/ Games!,TRUE,TRUE,available,hostaway,150,150.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 3,HA4,Junior,Lily,NotKnox,SCounty,TendwellCleaning,HA1; vrbo:5049196; airbnb:1595051963656193020",62 %,41 %,4,8
454800,"Raman Gurai 1118 (PF) -- The Wedded Nest | Views, Huge, Hot Tub, Game Room!",TRUE,TRUE,available,hostaway,490,479.0,205,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA4,NotKnox,PF,Summer,HA1; vrbo:5007045; airbnb:1571720182664033292",68 %,49 %,10,20
457014,Lindsey Burch 110-B (KCity) -- The Luxe Loft | Knoxville,TRUE,TRUE,available,hostaway,140,146.0,90,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 1,HA2,KCity,MadersCleaningTeresa,Regina,KnoxStaytion; vrbo:5104063; airbnb:1617605411917425640",8 %,6 %,0,3
457025,Lindsey Burch 110-A (KCity) -- Old City Loft | Knoxville,TRUE,TRUE,available,hostaway,166,158.0,100,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 1,HA2,KCity,MadersCleaningTeresa,KnoxStaytion; vrbo:5104062; airbnb:1618153120096109580",12 %,8 %,0,3
458087,Eric Fleming 1260-6203 (GAT) -- Ski View LookOut: EPIC VIEWS! Community Amenities!,TRUE,TRUE,available,hostaway,130,152.0,88,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,GAT,Group 2,HA1,Lily,NotKnox,TendwellCleaning; vrbo:5236855; airbnb:1665995498731347262",0 %,0 %,0,0
461618,"Jeff Albaum 215 (BC) -- The WoodView Hideaway | Hot Tub, Game Room & MORE!",TRUE,TRUE,available,hostaway,155,159.0,100,,4,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 2,HA4,NotKnox; vrbo:5021704; airbnb:1568980668075594993",53 %,36 %,9,9
465438,"Annie Wang 904 (SCounty) -- Peak View Retreat | Spacious, Hot Tub, Game Room!",TRUE,TRUE,available,hostaway,300,296.0,110,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA4,Lily,NotKnox,Safely,SCounty,TendwellCleaning; vrbo:5029817; airbnb:1587769001745653344",50 %,52 %,9,9
465445,"Jake Cowley 745 (PF) -- Whisperwood Lodge | Hot Tub, Arcade, 2 Fireplace!",TRUE,TRUE,available,hostaway,180,167.0,85,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA4,Lily,NotKnox,PF,Safely,TendwellCleaning; vrbo:5049198; airbnb:1592849227526327168",72 %,56 %,0,9
466115,"Duane Reeder 136 (BC) -- Above the Clouds | Views, Hot Tub, Grill, Games!",TRUE,TRUE,available,hostaway,240,230.0,105,,4,Townsend,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"3-4BR,BC,BCounty,Group 2,HA4,Katie,NotKnox,TendwellCleaning; vrbo:5049199; airbnb:1594292459120525692",72 %,60 %,0,0
467671,"Raju Kalidindi 2685 (SCounty) -- Serene Mountain Cabin | Hot Tub, 2Fireplace, Grill",TRUE,TRUE,available,hostaway,200,215.0,180,,5,Sevierville,5-6 Bedrooms,,"5-6BR,Group 2,HA4,Katie,NORMAL,NotKnox,SCounty,TendwellCleaning; vrbo:5049197; airbnb:1597853234444129703",43 %,33 %,9,16
473137,Priya Dhawan 2534 - 2 (SCounty) -- Golf Sim+Pool+Hot tub+Games+Grill+Fireplace+More!,TRUE,TRUE,available,hostaway,1250,806.0,800,2500,2,Sevierville,Luxury Cabins/Houses (3-4 Bedrooms),,airbnb:1592906594040309022,82 %,84 %,0,0
473513,"Sharon Holderman 1523 (SCounty) -- Eagle's Sky View | Peaceful, Cozy with Hot Tub!",TRUE,TRUE,available,hostaway,130,131.0,100,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA4,NotKnox,TendwellCleaning; vrbo:5069972; airbnb:1599348862725310366",68 %,57 %,9,22
473518,"Ken Brown 510 (GAT) -- Bear Trax Retreat | Fireplace, Grill, & Arcade!",TRUE,TRUE,available,hostaway,170,174.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA4,Lily,NORMAL,NotKnox,TendwellCleaning; vrbo:5069974; airbnb:1596993893747374236",57 %,38 %,10,19
473977,"Derek Trainer 1687 (GAT) -- Locklyn's Loft | Views, Hot Tub, Game Room & MORE!",TRUE,TRUE,available,hostaway,165,161.0,90,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,GAT,Group 2,HA4,NotKnox,Regina,TendwellCleaning,Lily; vrbo:5069985; airbnb:1598579691240545741",73 %,50 %,5,5
474437,"Rob Byun 2013 (PF) -- Smoky Dream Lodge: Heated Pool, Hot Tub & Games!",TRUE,TRUE,available,hostaway,530,509.0,230,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,NORMAL,NotKnox,Pet,PF,Summer,TendwellCleaning,3-4BR; vrbo:5080620; airbnb:1612380137032362113",80 %,61 %,5,21
475432,Gloria Hevey 1208 -- Ski View Peaks,FALSE,TRUE,hidden,hostaway,116,116,100,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,NotKnox; airbnb:1597289727038233571,100 %,100 %,0,0
475435,"Jason Barton 750 (GAT) -- Bear Point - The Meeting Place w/ Hot Tub, Games!",TRUE,TRUE,available,hostaway,200,204.0,105,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5086378; airbnb:1609544807454924126",60 %,54 %,13,20
476929,Bonnie Olsten 317 (SCounty) -- A Dolly Good Time with Fireplace and Game Room!,TRUE,TRUE,available,hostaway,145,156.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 3,HA1,Lily,SCounty,TendwellCleaning,HA4; vrbo:5151879; airbnb:1630445416941434595",100 %,100 %,0,0
478090,"Laura Earl 1117 (SCounty) -- Perfect Cabin in Paradise: Hot Tub, Pool, Games!",TRUE,TRUE,available,hostaway,220,219.0,110,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 1,HA1,NotKnox,SCounty,Summer,TendwellCleaning; vrbo:5146871; airbnb:1623995278382109591",87 %,82 %,12,18
478417,Gabriel Brittin 2060 -- Just minutes from Dollywood,FALSE,TRUE,hidden,hostaway,160,160,110,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,airbnb:1603644919312343522,100 %,100 %,0,0
480709,Laura Gill 327-304 (KCity) -- Beautiful New Construction Condo Downtown Knox,TRUE,TRUE,available,hostaway,154,150.0,120,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,knoxville,MadersCleaningTeresa; vrbo:5146879; airbnb:1630456089159613689",57 %,53 %,2,4
482838,Troy Mowery 3452 -- Cozy Peaks Lodge,TRUE,TRUE,available,hostaway,232,232.0,130,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,NotKnox,Summer; airbnb:1612448616221056458",100 %,100 %,0,0
484286,"Su-Tang Lo 4005 (SCounty) -- Dolly's Outdoor Oasis - Hot Tub, Sauna & More!",TRUE,TRUE,available,hostaway,170,170.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NotKnox,SCounty,TendwellCleaning; vrbo:5149924; airbnb:1635507235764990496",53 %,36 %,10,22
484372,"Rebecca Eisenback 1152 (BC) -- Mountain Top Getaway: Hot Tub, Grill, Games & Pool",TRUE,TRUE,available,hostaway,230,223.0,100,,3,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 2,HA1,NotKnox,Summer,TendwellCleaning; vrbo:5106346; airbnb:1618239412999983648",72 %,63 %,7,12
484695,Megan Hatcher 255-202 -- KnoxWest Skyline,TRUE,TRUE,available,hostaway,150,150.0,110,,1,Knoxville,Knox All listing,Knox 1-2BR,"Group 2,MadersCleaningTeresa; airbnb:1615139853104323392",100 %,100 %,0,0
484697,Lindsey Hatcher 255-200 -- West View Knoxville,TRUE,TRUE,available,hostaway,150,150.0,110,,1,Knoxville,Knox All listing,Knox 1-2BR,"Group 2,MadersCleaningTeresa; airbnb:1615145110380746017",100 %,100 %,0,0
485423,"Richard Wright 810 (GAT) -- Lookout Lodge: Views, Hot Tub, Games, 4 Fireplaces",TRUE,TRUE,available,hostaway,400,406.0,200,,6,Gatlinburg,5-6 Bedrooms,,"5-6BR,GAT,Group 2,HA1,NORMAL,NotKnox,Summer,TendwellCleaning; vrbo:5146865; airbnb:1623223765942867149",62 %,50 %,7,7
485560,"Katie Smith 2880 (SCounty) -- Mountain Majesty: Views, Hot Tub, Games, Theater!",TRUE,TRUE,available,hostaway,210,209.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Lily,NORMAL,NotKnox,SCounty,TendwellCleaning; vrbo:5126157; airbnb:1627577412593275399",80 %,59 %,0,0
485771,"Richard Nevels 3286 (JC) -- Hill Top Retreat - Lake, Sauna, Hot Tub, Mtn View!",TRUE,TRUE,available,hostaway,250,255.0,100,,3,Dandridge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,EliteCabinCare,Group 2,HA1,JC,NotKnox,Summer; vrbo:5104073; airbnb:1619616298869205293",90 %,79 %,15,15
485969,"Nathan Frame 4530 (SCounty) -- Perfect Smokies Escape - Park View, Hot Tub & More",TRUE,TRUE,available,hostaway,230,225.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 3,HA1,Katie,NotKnox,Pet,SCity,TendwellCleaning; vrbo:5104076; airbnb:1620279797310117206",67 %,63 %,0,0
332071,"Monte Leonhart 534 (GAT) -- Mystical Mornings: Hot Tub, Arcade, & More!",FALSE,TRUE,hidden,hostaway,210,Unavailable,,,2,Gatlinburg,,,"1-2BR Cabin,BlessedCleaningTyler,Blocked Calendar,GAT,HA1,Summer; vrbo:4341285; airbnb:1295054209527117730",100 %,100 %,0,0
491160,"Travis Anders 1437 (SCounty) -- Smokies Twin Rock-Views, Game Room, Hot Tub& More!",TRUE,TRUE,available,hostaway,230,228.0,110,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Lily,NotKnox,SCounty,TendwellCleaning; vrbo:5149925; airbnb:1635616669951283574",75 %,69 %,0,0
491167,"Teresa Wentz 4161 (SCounty) -- Dancing Bear - Views, Hot Tub, Grill, & Games!",TRUE,TRUE,available,hostaway,150,Unavailable,88,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Katie,NORMAL,NotKnox,SCounty,TendwellCleaning; vrbo:5283047; airbnb:1679067865455402800",62 %,42 %,10,45
491503,Cale Hanie 6617 (BC) -- Townsend Charm: River View Historic Log Cabin!,TRUE,TRUE,available,hostaway,140,139.0,90,,3,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5163173; airbnb:1634775013960156494",63 %,42 %,4,12
494261,"Billie Armstrong 2915 (PF) -- NEW Build - Smokies Haven w/ Hot Tub, Games, MORE",TRUE,TRUE,available,hostaway,305,281.0,100,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,NotKnox,Pet,PF,TendwellCleaning; vrbo:5201248; airbnb:1649312736745894848",63 %,68 %,0,20
494265,"Thom Capps 542 (GAT) -- Memory Maker Lodge:Hot Tub, Multicade, Grill, MORE",TRUE,TRUE,available,hostaway,180,184.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5217218; airbnb:1658738277575226384",53 %,49 %,6,10
494274,"Paul Ganev 1073 (SCounty) -- Picturesque MTN Escape: Hot Tub, Pool, Game Room!",TRUE,TRUE,available,hostaway,210,218.0,100,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Katie,NotKnox,SCounty,TendwellCleaning; vrbo:5219108; airbnb:1660916300898419100",63 %,62 %,15,28
494307,"Heidi Schelton 247 (BC) -- Log Hollow | Hot Tub, Plenty of Games, Play Area!",TRUE,TRUE,available,hostaway,310,310.0,140,,5,Townsend,5-6 Bedrooms,,"5-6BR,BC,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5272086; airbnb:1679837559852119284",25 %,23 %,10,10
494315,"Thom Capps 1386-114 (GAT) -- Tranquility Skies | MTN View, Sauna, Jacuzzi, MORE",TRUE,TRUE,available,hostaway,115,115.0,85,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"GAT,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5217215; airbnb:1663796645813694059",77 %,53 %,0,5
494319,"Adam Pike 1071 (PF) -- Relaxing Cabin: Views, Hot Tub, Theater, Games!",TRUE,TRUE,available,hostaway,430,453.0,210,,6,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,HA1,Katie,NotKnox,PF,TendwellCleaning; vrbo:5213860; airbnb:1645762345641663453",57 %,57 %,4,11
494328,"Hali Hoag 2140 (SCounty) -- Green Sky Lodge: Views, Hot Tub, Play Area & More!",TRUE,TRUE,available,hostaway,185,175.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,NotKnox,SCounty,TendwellCleaning; vrbo:5206500; airbnb:1657989301513504913",77 %,54 %,0,27
260982,Jessica Slabaugh 614-5 (KCity) -- Downtown Knoxville Gem  Walk to Stadium & Gay St  King Bed + Free Parking!,FALSE,TRUE,hidden,hostaway,160,Unavailable,,,1,Knoxville,,,"Blocked Calendar,KCity; vrbo:4030846",100 %,100 %,0,0
260993,Jessica Slabaugh 614-3A (KCity) -- Historic Downtown Knoxville Condo  Walk to Neyland & Gay St,FALSE,TRUE,hidden,hostaway,140,Unavailable,,,1,Knoxville,,,"Blocked Calendar,KCity; vrbo:3981557",100 %,100 %,0,0
283854,"Jonatan and Freddy 2225 (SCounty) -- Rocky Crest: Sleeps 24, Private Pool, Game Room",FALSE,TRUE,hidden,hostaway,720,Unavailable,,,8,Sevierville,,,"7+BR,Blocked Calendar,HA5,NotKnox,Safely,SCounty,SS,Summer,TendwellCleaning; vrbo:4119649; airbnb:1186192863410660071",100 %,100 %,0,0
498061,"Amy Christopher 3303 (SCounty) -- Be Still | MTN Views, Hot Tub, Grill, Fireplace, Community Pool!",TRUE,TRUE,available,hostaway,150,157.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,SCounty,Summer,TendwellCleaning; vrbo:5217201; airbnb:1659608517185637665",48 %,32 %,0,9
498421,"James Johnson 1250 (SCounty) -- Happy Hideaway | Hot Tub, Pool Table, Foosball & more!",TRUE,TRUE,available,hostaway,360,339.0,130,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,NotKnox,Regina,SCounty; vrbo:5191430; airbnb:1100675341897414927",78 %,73 %,0,14
498422,"David Joyner 3136 (PF) -- Creekside Paradise w/ Game Room. Hot Tub, Fireplace!",TRUE,TRUE,available,hostaway,403,373.0,170,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 1,HA1,PF,Summer,TendwellCleaning; vrbo:5191431; airbnb:1387016329426096081",55 %,37 %,3,5
500280,"Robert Miller 191 (Cocke County) -- Peaceful Cosby Retreat - Hot Tub, Grill, and More!",TRUE,TRUE,available,hostaway,85,89.0,65,,1,Cosby,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Cocke County,Group 3,HA2,NotKnox,TendwellCleaning; vrbo:5214106; airbnb:1663076149772348862",43 %,29 %,13,20
502327,"Ricardo Robles 1254 (SCounty) -- Peaceful Nest: Hot Tub, Fireplace, Fire Pit & MORE",TRUE,TRUE,available,hostaway,120,119.0,90,,3,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"3-4BR,Group 2,HA1,Lily,NotKnox,SCounty,TendwellCleaning; vrbo:5217243; airbnb:1659442640486009539",42 %,28 %,11,14
114808,Cindy Standsberry 2572 (PF) -- Highland Forest Cabins - Duo Cabin Retreat!,FALSE,TRUE,hidden,hostaway,270,Unavailable,,,5,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:2982881",100 %,100 %,0,0
504537,"Catherine Nelms 1274 (GAT) -- Ober Overlook: Views, Pool, Hot Tub & Game Area!",TRUE,TRUE,available,hostaway,285,269.0,120,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,NotKnox,TendwellCleaning; vrbo:5214102; airbnb:1659557462377262120",72 %,56 %,0,6
507465,Stephanie Keegan 1260-5307 (GAT) -- HighView Suites | Hot tub & Pool access!,TRUE,TRUE,available,hostaway,150,152.0,97,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5242761; airbnb:1669627693337842433",35 %,23 %,13,21
507467,Stephanie Keegan 1260-1306 (GAT) -- Skyfield Suites | Hot tub & Pool Access,TRUE,TRUE,available,hostaway,150,150.0,100,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,Katie,NotKnox,TendwellCleaning; vrbo:5242760; airbnb:1668193655920480858",47 %,31 %,15,24
511571,"David Maningding 3809 (SCounty) -- Hillside Happiness: GameRoom, Grill, Firepit, MORE",TRUE,TRUE,available,hostaway,140,147.0,80,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Lily,NotKnox,SCounty,TendwellCleaning; vrbo:5242762; airbnb:1670344480412769909",52 %,34 %,0,8
511593,Billie-Shaye Harper 2610 -- Ridgewood View,TRUE,TRUE,available,hostaway,230,230.0,110,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,NotKnox",100 %,100 %,0,0
512035,John Kuvshinikov 2948 -- Sunset Spot Cabin,FALSE,TRUE,hidden,hostaway,271,271.0,,,,Sevierville,,,"Group 2,HA1",100 %,100 %,0,0
512526,Mike Gunter 413-207 (GAT) -- Stylish 2025 Condo | Pool | Prime Downtown Spot,TRUE,TRUE,available,hostaway,145,145.0,90,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,GAT,Group 1,HA1,Key,TendwellCleaning; vrbo:5279129; airbnb:1676119375219865966",23 %,16 %,0,13
512531,Mike Gunter 660 -- Gatlinburg Cabin,TRUE,TRUE,available,hostaway,189,189.0,110,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 1,HA1",100 %,100 %,0,0
512532,"Mike Gunter 2691-8 (SCounty) -- Twilight Meadow - Hot Tub, Patio and Views!",TRUE,TRUE,available,hostaway,115,115.0,805,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 1,HA1,TendwellCleaning; airbnb:1686404954046823091",35 %,31 %,4,16
512799,Izzy Ludwick 2084 -- The Hidden Lodge,TRUE,TRUE,available,hostaway,132,132.0,90,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR House,Group 3,HA1",100 %,100 %,0,0
513522,"Byron Bradshaw 1016 (GAT) -- Cedar Ridge Haven | Hot Tub, Fireplace & More!",TRUE,TRUE,available,hostaway,199,199.0,110,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,NotKnox,TendwellCleaning; vrbo:5285831; airbnb:1685601593820629884",40 %,27 %,17,17
81662,"Christine Stowers 3983 (SCounty) -- Bear Creek Lodge - Hot Tub, Game Room, View!",FALSE,TRUE,hidden,hostaway,250,Unavailable,,,4,Sevierville,,,"BlessedCleaningTyler,Group 1,HA1,NotKnox,Safely,SCounty,Summer; vrbo:2170698; airbnb:47450156",100 %,100 %,0,0
84139,Cari Wilber 923 (SCounty) -- Take it Easy - Hot Tub & Community Pool,FALSE,TRUE,hidden,hostaway,180,Unavailable,,,2,Gatlinburg,,,"Group 2,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning; vrbo:2416830; airbnb:49361935",100 %,100 %,0,0
84256,Spike McCamy 116-202 (KCity) -- Sunny Gay St Lof,FALSE,TRUE,hidden,hostaway,160,Unavailable,,,1,Knoxville,,,"1-2BR Condo,Blocked Calendar,HA2,KCity; vrbo:2298667",100 %,100 %,0,0
84258,Spike McCamy 141 (KCity) -- Cru Loft in the Heart of Downtown Knox,FALSE,TRUE,hidden,hostaway,210,Unavailable,,,2,Knoxville,,,"1-2BR Condo,Blocked Calendar,HA2,KCity; vrbo:2298670",100 %,100 %,0,0
84459,Gary Tabor 458 (SCity) -- Mary's Dream -  Mountain Views & More!,FALSE,TRUE,hidden,hostaway,185,Unavailable,,,2,Sevierville,,,"1-2BR Cabin,Blocked Calendar,HA1,NotKnox,SCity; vrbo:2416833; airbnb:49591680",100 %,100 %,0,0
